FirstName;LastName;Sex;BirthDate;PassengerDocument_RU;PassengerDocument_INTL;CardNumber;ETicketNumber;TravelClass;DepartDate;DepartTime;ArrivalDate;ArrivalTime;FlightNumber;From;Dest;Fare;CityFrom;CityTo;CountryFrom;CountryTo;AgentInfo;Bonus;LoyaltyLevelDT;LoyaltyNumberDT;LoyaltyLevelFB;LoyaltyNumberFB;LoyaltyLevelKE;LoyaltyNumberKE;LoyaltyLevelSU;LoyaltyNumberSU;Codeshare
MAKAR;KOLPAKOV;MALE;;;;;7246800779246908.0;;06.05.2017;;;;SU6472;OMS;LED;EPHKSS;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NELLI;MINAEVA;FEMALE;;;;;629982250165286.0;;01.06.2017;;;;SU6472;OMS;LED;TECOKH;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NIKA;GLUSHKOVA;FEMALE;;;;;1938097585581789.0;;01.06.2017;;;;SU6472;OMS;LED;TGPFDP;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
RAMIL;SKVORTSOV;MALE;;;;;;;04.05.2017;;;;SU6472;OMS;LED;;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 264398305;;;;;False
REGINA;RIABININA;FEMALE;;;;;5164920197440380.0;;02.06.2017;;;;SU6472;OMS;LED;GYHJNY;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ROBERT;LEVIN;MALE;;;;;8087005421021721.0;;05.05.2017;;;;SU6472;OMS;LED;LSVJDC;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 462427948;Elite+;KE 188560117;;;False
SERGEI;KUDRJAVTSEV;MALE;;;;;;;09.05.2017;;;;SU6472;OMS;LED;;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 530086863;;;False
TAISIJA;SEROVA;FEMALE;;;;;3799090243109895.0;;01.06.2017;;;;SU6472;OMS;LED;DZCULJ;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VIOLETTA;ZYKOVA;FEMALE;;;;;;;18.05.2017;;;;SU6472;OMS;LED;;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 830289838;;;;;False
VLADIMIR;CHERNYSHEV;MALE;;;;;;;14.05.2017;;;;SU6472;OMS;LED;;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 894684529;;;;;False
VLADISLAV;SINITSYN;MALE;;;;;1068250667360173.0;;02.06.2017;;;;SU6472;OMS;LED;UFBNIP;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ZARINA;EFIMOVA;FEMALE;;;;;9630222337492136.0;;05.05.2017;;;;SU6472;OMS;LED;KKPOLZ;OMSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
BOGDAN;KOLPAKOV;MALE;;;;DT 123060748;;Y;21.05.2017;;;;SU6542;OVB;LED;YGRPRJ;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Elite;DT 123060748;;;;;;;False
VASILII;SUKHANOV;MALE;;;;FB 776404585;;;05.05.2017;;;;SU6542;OVB;LED;ASTNJT;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;Elite;DT 733053110;Elite;FB 776404585;Elite+;KE 273218461;Elite;SU 535318920;False
ALBERT;BULATOV;MALE;;;;SU 248702188;;A;02.05.2017;;05.02.2017;;SU6542;OVB;LED;AGRPVV;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Elite+;SU 248702188;False
ANASTASIIA;SAMOJLOVA;FEMALE;;;;;;;03.05.2017;;;;SU6542;OVB;LED;;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 946459885;;;False
ANDREY;BAZHENOV;MALE;;;;;;;14.05.2017;;;;SU6542;OVB;LED;;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 626764485;Elite+;KE 708452722;Basic;SU 186247542;False
ANTON;MALTSEV;MALE;;;;;;;21.05.2017;;;;SU6542;OVB;LED;;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 186702523;;;Elite;KE 691033421;;;False
ARIANA;SINITSYN;FEMALE;;;;;;;09.05.2017;;;;SU6542;OVB;LED;;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 49678778;Elite;FB 164292624;Basic;KE 783820018;Elite+;SU 779590595;False
ARINA;BIRIUKOVA;FEMALE;;;;;;;02.06.2017;;;;SU6542;OVB;LED;;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 712175176;;;False
IAROMIR;GULJAEV;MALE;;;;;5906519380259610.0;;01.06.2017;;;;SU6542;OVB;LED;LMBSJB;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
LIUDMILA;BELIKOVA;FEMALE;;;;;9505290024472104.0;;01.06.2017;;;;SU6542;OVB;LED;XCDREQ;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MARGARITA;KOPYLOVA;FEMALE;;;;;3508146997755738.0;;01.06.2017;;;;SU6542;OVB;LED;QSLDZD;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MARYANA;KRAVTCOVA;FEMALE;;;;;;;30.05.2017;;;;SU6542;OVB;LED;;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 732581350;;;;;False
MAXIM;SHEVTCOV;MALE;;;;;4047243903590600.0;;02.06.2017;;;;SU6542;OVB;LED;NDOVMO;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MELANIIA;NOSOVA;FEMALE;;;;;2972886085175091.0;;01.06.2017;;;;SU6542;OVB;LED;ANLEZM;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NELLI;PLATONOVA;FEMALE;;;;;460939785901228.0;;03.05.2017;;;;SU6542;OVB;LED;VALCGB;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NOVEL;ARTEMOV;MALE;;;;;;;05.05.2017;;;;SU6542;OVB;LED;;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 666174281;;;Elite+;KE 146484252;Elite+;SU 958649092;False
RODION;ZUBOV;MALE;;;;;7469388879626937.0;;26.05.2017;;;;SU6542;OVB;LED;VNYQSY;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
SAMIR;GORIACHEV;MALE;;;;;4565255177735347.0;;02.06.2017;;;;SU6542;OVB;LED;TTGQTF;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VALENTINA;VERESHCHAGINA;FEMALE;;;;;1906103310541828.0;;05.05.2017;;;;SU6542;OVB;LED;XHZMMV;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 395593450;Elite+;KE 665163080;Elite;SU 532285405;False
VARVARA;KOROTKOVA;FEMALE;;;;;494168475653513.0;;06.05.2017;;;;SU6542;OVB;LED;UJRKRD;NOVOSIBIRSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NINA;EFREMOVA;FEMALE;;;;FB 111452332;;Y;05.05.2017;;05.05.2017;;SU6562;AER;LED;YFLXYA;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;Basic;DT 266005503;Elite+;FB 111452332;;;Basic;SU 673824629;False
ALEXEY;YUDIN;MALE;;;;;;;22.05.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 533288967;;;;;False
ALISA;PARAMONOVA;FEMALE;;;;;;;17.05.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 906295034;Elite;KE 224242249;;;False
ANATOLII;LITVINOV;MALE;;;;;9082068589896548.0;;02.05.2017;;;;SU6562;AER;LED;PWURML;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ELVIRA;SUSLOVA;FEMALE;;;;;3279371899118629.0;;04.05.2017;;;;SU6562;AER;LED;TEGTZR;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
IGOR;PONOMAREV;MALE;;;;;1073160547334741.0;;06.05.2017;;;;SU6562;AER;LED;SEXZLF;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ILYA;RODIN;MALE;;;;;8133368975284459.0;;26.05.2017;;;;SU6562;AER;LED;XECUTO;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 327446868;Elite+;KE 603595840;Elite+;SU 650609082;False
LIDIJA;PAVLOVA;FEMALE;;;;;;;23.05.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 128169422;;;False
MARSEL;SHCHEGLOV;MALE;;;;;;;02.06.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 357660387;Elite;FB 594945195;;;;;False
PETR;FEDOSEEV;MALE;;;;;;;19.05.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 416615241;;;;;;;False
REGINA;ILINSKAYA;FEMALE;;;;;2011068854911608.0;;01.06.2017;;;;SU6562;AER;LED;OUVCDE;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
SVIATOSLAV;SAFONOV;MALE;;;;;;;25.05.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 420690861;Elite+;SU 672411118;False
TIHON;VORONTSOV;MALE;;;;;;;29.05.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 250631383;;;;;;;False
VALERY;OSTROVSKII;MALE;;;;;;;11.05.2017;;;;SU6562;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
ANNA;MOISEEVA;FEMALE;;;;;7959939132109643.0;;04.11.2017;;;;SU6563;LED;AER;CSFASN;SAINT PETERSBURG;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
DAVID;MIRONOV;MALE;;;;;9140927490500078.0;;04.11.2017;;;;SU6563;LED;AER;OEJTLF;SAINT PETERSBURG;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
KSENIIA;FOMICHEVA;FEMALE;;;;;;;18.11.2017;;;;SU6563;LED;AER;;SAINT PETERSBURG;SOCHI;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 656829327;;;;;;;False
IAROSLAV;VAVILOV;MALE;;;;DT 741398472;;;10.05.2017;;;;SU6564;AER;LED;YGRPKZ;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Basic;DT 741398472;Elite+;FB 747942242;Elite+;KE 537000561;Basic;SU 433782463;False
ROBERT;GORLOV;MALE;;;;FB 288326938;;;28.05.2017;;;;SU6564;AER;LED;YGRPNM;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;Elite+;DT 924215678;Elite;FB 288326938;;;Basic;SU 865273784;False
ANATOLII;BLOKHIN;MALE;;;;;3392723660047675.0;;12.05.2017;;;;SU6564;AER;LED;WTGNZD;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
DARINA;BALASHOVA;FEMALE;;;;;;;27.05.2017;;;;SU6564;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 836099305;;;;;False
DARINA;PAKHOMOVA;FEMALE;;;;;5401701397978832.0;;01.06.2017;;;;SU6564;AER;LED;QIXMXF;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ELENA;KRAVTCOVA;FEMALE;;;;;5689825214607928.0;;29.05.2017;;;;SU6564;AER;LED;VDCCER;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 444598811;;;Elite+;SU 381295204;False
EMIL;KORNILOV;MALE;;;;;;;09.05.2017;;;;SU6564;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 632571097;;;;;;;False
EMIL;TUMANOV;MALE;;;;;;;23.05.2017;;;;SU6564;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 589357683;;;;;False
IANA;KRUGLOVA;FEMALE;;;;;3390113079280314.0;;15.05.2017;;;;SU6564;AER;LED;LRFKLB;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 824627207;Elite+;SU 14065756;False
KIRA;LOGINOVA;FEMALE;;;;;256848728019120.0;;01.06.2017;;;;SU6564;AER;LED;EXOWAC;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MARAT;CHERNOV;MALE;;;;;7190810185282772.0;;26.05.2017;;;;SU6564;AER;LED;ITYBYE;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite+;KE 755605696;;;False
MATVEY;ZUBKOV;MALE;;;;;;;10.05.2017;;;;SU6564;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Elite;SU 981625304;False
NATALIIA;KHOKHLOVA;FEMALE;;;;;;;04.05.2017;;;;SU6564;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 637754674;;;;;;;False
PETR;STOLIAROV;MALE;;;;;;;03.05.2017;;;;SU6564;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 334847388;Elite;FB 77022239;;;;;False
SAMIR;BOLDYREV;MALE;;;;;;;05.05.2017;;;;SU6564;AER;LED;;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 432056073;;;;;False
SAVVA;YASHIN;MALE;;;;;3067869893210225.0;;05.05.2017;;;;SU6564;AER;LED;EIAYRC;SOCHI;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MIKHAIL;VESHNYAKOV;MALE;;;;SU 894922741;;;06.05.2017;;;;SU6574;KJA;LED;YFLXAZ;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;Elite;DT 314814230;;;;;;;False
ALEXANDRA;FOMICHEVA;FEMALE;;;;;;;06.05.2017;;;;SU6574;KJA;LED;;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 540256855;;;Basic;SU 773563290;False
BOGDAN;DUBOV;MALE;;;;;;;07.05.2017;;;;SU6574;KJA;LED;;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 734161141;Basic;FB 742548147;;;;;False
DARYA;ARKHIPOVA;FEMALE;;;;;4565185772897411.0;;03.05.2017;;;;SU6574;KJA;LED;RCYDWO;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
LIDIJA;BOLSHAKOVA;FEMALE;;;;;;;26.05.2017;;;;SU6574;KJA;LED;;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite+;DT 719068739;;;;;;;False
NADEZHDA;MUHINA;FEMALE;;;;;;;18.05.2017;;;;SU6574;KJA;LED;;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 570476851;;;False
NIKOLAJ;ILINSKII;MALE;;;;;5858455316993381.0;;08.05.2017;;;;SU6574;KJA;LED;JQXAZJ;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ODISSEI;VLASOV;MALE;;;;;8563984312232023.0;;31.05.2017;;;;SU6574;KJA;LED;NCLASP;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 272584815;;;Elite+;KE 759261683;;;False
OKSANA;RYBAKOVA;FEMALE;;;;;8322276825526039.0;;01.06.2017;;;;SU6574;KJA;LED;TXORSX;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
RAMIL;ROZHKOV;MALE;;;;;2006955231260703.0;;16.05.2017;;;;SU6574;KJA;LED;LVPWLG;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
RODION;KHOMIAKOV;MALE;;;;;9124991389999590.0;;02.06.2017;;;;SU6574;KJA;LED;IRHSOO;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
STEPHANIE;GORSHKOVA;FEMALE;;;;;6771659567219435.0;;01.06.2017;;;;SU6574;KJA;LED;ZTYYSN;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
VLADIMIR;DAVYDOV;MALE;;;;;;;25.05.2017;;;;SU6574;KJA;LED;;KRASNOYARSK;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Basic;FB 922485346;Elite;KE 194841985;Elite;SU 976921563;False
DENIS;AGAPOV;MALE;;;;DT 802123000;;Y;04.05.2017;;05.04.2017;;SU6582;PEE;LED;YGRPLP;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Elite+;DT 802123000;;;;;;;False
KARINA;OVSIANNIKOVA;FEMALE;;;;SU 74786299;;Y;22.05.2017;;;;SU6582;PEE;LED;YFLXMT;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Elite+;SU 74786299;False
DARYA;DUBROVINA;FEMALE;;;;;;;18.05.2017;;;;SU6582;PEE;LED;;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 275140989;;;;;False
EDUARD;KULAGIN;MALE;;;;;9901025635341364.0;;01.06.2017;;;;SU6582;PEE;LED;WJWNFF;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
IAROSLAVA;IGNATYEVA;FEMALE;;;;;9586161724613128.0;;27.05.2017;;;;SU6582;PEE;LED;ILOTQK;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 896087995;Elite+;FB 14520557;Basic;KE 301611825;Basic;SU 879692942;False
MADINA;GLEBOVA;FEMALE;;;;;;;25.05.2017;;;;SU6582;PEE;LED;;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite+;FB 775581716;;;;;False
MATVEY;SIMONOV;MALE;;;;;4565511844966952.0;;06.05.2017;;;;SU6582;PEE;LED;NNPWYM;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
MIROSLAVA;OSTROVSKAYA;FEMALE;;;;;;;05.05.2017;;;;SU6582;PEE;LED;;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 793586568;;;Basic;KE 314960564;Basic;SU 968084230;False
ODISSEI;VYSOTSKII;MALE;;;;;;;28.05.2017;;;;SU6582;PEE;LED;;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Basic;DT 380427749;;;;;;;False
SEMEN;GOLOVANOV;MALE;;;;;;;29.05.2017;;;;SU6582;PEE;LED;;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;Elite;DT 373424954;;;;;;;False
VSEVOLOD;BARANOV;MALE;;;;;8078256328179648.0;;02.06.2017;;;;SU6582;PEE;LED;GSQMSR;PERM;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
ARSEN;VOROBEV;MALE;;;;DT 296311866;;Y;17.05.2017;;;;SU6588;SCW;LED;YRSTIS;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Basic;DT 296311866;;;;;;;False
SVIATOSLAV;SHILOV;MALE;;;;DT 449254082;;Y;05.05.2017;;05.05.2017;;SU6588;SCW;LED;YFLXBI;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Delta SkyMiles;Elite+;DT 449254082;Basic;FB 413308373;Elite+;KE 96547827;;;False
ODISSEI;PANTELEEV;MALE;;;;FB 887054882;;A;27.05.2017;;;;SU6588;SCW;LED;ARSTHM;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Flying Blue;;;Elite;FB 887054882;;;;;False
ANDREY;ZUBOV;MALE;;;;SU 849960918;;Y;29.05.2017;;;;SU6588;SCW;LED;YFLXLK;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;Aeroflot Bonus;;;;;;;Elite;SU 849960918;False
ARIANA;PAVLOVSKAIA;FEMALE;;;;;1349684724158209.0;;06.05.2017;;;;SU6588;SCW;LED;DOPCMS;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
DANIL;RODIONOV;MALE;;;;;;;19.05.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 907413634;False
DENIS;LOGINOV;MALE;;;;;5130571885607408.0;;02.06.2017;;;;SU6588;SCW;LED;KKAJAN;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
EDUARD;GOROKHOV;MALE;;;;;;;30.05.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;Elite;FB 597712335;;;Elite;SU 537116638;False
ELENA;TUMANOVA;FEMALE;;;;;4626337899223022.0;;02.05.2017;;;;SU6588;SCW;LED;LZQBTU;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
EMIL;FILIPPOV;MALE;;;;;;;31.05.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 4279925;False
EVGENIYA;EFIMOVA;FEMALE;;;;;;;02.06.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;Basic;SU 135633719;False
GALINA;GOROKHOVA;FEMALE;;;;;;;10.05.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Elite;KE 164870491;;;False
GRIGORII;CHERNJAEV;MALE;;;;;9902565490281776.0;;01.06.2017;;;;SU6588;SCW;LED;UPSRLL;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
IAN;SMIRNOV;MALE;;;;;8676575119434914.0;;03.05.2017;;;;SU6588;SCW;LED;INTERX;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
LEONID;CHEBOTAREV;MALE;;;;;9105116106645626.0;;18.05.2017;;;;SU6588;SCW;LED;RQYHRK;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;False
MATVEY;ERMAKOV;MALE;;;;;3153162603326599.0;;01.06.2017;;;;SU6588;SCW;LED;RBRVRI;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
NATALIIA;ELIZAROVA;FEMALE;;;;;;;24.05.2017;;;;SU6588;SCW;LED;;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;Basic;KE 188056010;;;False
NAZAR;BARSUKOV;MALE;;;;;122658972648634.0;;01.06.2017;;;;SU6588;SCW;LED;VWQJSQ;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
OKSANA;SHILOVA;FEMALE;;;;;1015284121374423.0;;01.06.2017;;;;SU6588;SCW;LED;LSVHBX;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
PAVEL;MITROFANOV;MALE;;;;;6810158529936686.0;;01.06.2017;;;;SU6588;SCW;LED;QFCULO;SYKTYVKAR;SAINT PETERSBURG;RUSSIAN FEDERATION;RUSSIAN FEDERATION;;;;;;;;;;;
